id,name_en,name_ko,name_ko_alt,type,lat,lng,verses,status
a81cdb5,Cyrene,Cyrene,,도시,32.820946,21.851229,마태복음 27:32; 마가복음 15:21; 누가복음 23:26; 사도행전 2:10; 사도행전 6:9,확인 필요
a411151,Dabbesheth,Dabbesheth,,도시,32.670278,35.155,여호수아 19:11,확인 필요
a6a5e97,Daberath,Daberath,,도시,32.697284,35.377531,여호수아 19:12; 여호수아 21:28; 역대상 6:72,확인 필요
ae8d09d,Dalmanutha,Dalmanutha,,도시,32.827069,35.513552,마가복음 8:10,확인 필요
ae86cd7,Dalmatia,Dalmatia,,지역,43.812761,16.218756,디모데후서 4:10,확인 필요
a69c1d4,Damascus,다메섹,,도시,33.511112,36.30639,창세기 14:15; 창세기 15:2; 사무엘하 8:5; 사무엘하 8:6; 열왕기상 11:24,공식 성경 표기
a513646,Dan,단,,도시,33.249,35.652,창세기 14:14; 여호수아 19:47; 사사기 18:7; 사사기 18:14; 사사기 18:27,공식 성경 표기
a65c305,Dannah,Dannah,,도시,31.3698,34.995,여호수아 15:49,확인 필요
ad2048e,Debir 1,Debir 1,,도시,31.43209,35.01485,여호수아 10:38; 여호수아 10:39; 여호수아 11:21; 여호수아 12:13; 여호수아 15:15,확인 필요
ad334c4,Debir 2,Debir 2,,도시,31.816392,35.359429,여호수아 15:7,확인 필요
ac6416d,Debir 3,Debir 3,,도시,32.683927,35.629916,여호수아 13:26,확인 필요
ae733a2,Decapolis,Decapolis,,지역,32.716667,35.8,마태복음 4:25; 마가복음 5:20; 마가복음 7:31,확인 필요
a3a2a75,Dedan,Dedan,,도시,26.65,37.91667,이사야 21:13; 예레미야 25:23; 예레미야 49:8; 에스겔 25:13; 에스겔 27:15,확인 필요
aa401a9,Derbe,더베,,도시,37.348569,33.361453,사도행전 14:6; 사도행전 14:20; 사도행전 14:21; 사도행전 16:1; 사도행전 20:4,공식 성경 표기
a0d784a,Dibon 1,Dibon 1,,도시,31.502236,35.776574,민수기 21:30; 민수기 32:3; 민수기 32:34; 민수기 33:45; 민수기 33:46,확인 필요
a3d1c99,Dibon 2,Dibon 2,,도시,31.29606,35.1562,느헤미야 11:25,확인 필요
ae8badb,Dibon 3,Dibon 3,,도시,31.502236,35.776574,이사야 15:9,확인 필요
aecc492,Dilean,Dilean,,도시,31.50259,34.7583,여호수아 15:38,확인 필요
a971a54,Dimnah,Dimnah,,도시,32.788056,35.310556,여호수아 21:35,확인 필요
ac17675,Dimonah,Dimonah,,도시,31.502236,35.776574,여호수아 15:22,확인 필요
ae28fc7,Dinhabah,Dinhabah,,도시,31.798459,35.722377,창세기 36:32; 역대상 1:43,확인 필요
a0dc90b,Diviners’ Oak,Diviners’ Oak,,tree,32.213611,35.281944,사사기 9:37,확인 필요
afcb77d,Dizahab,Dizahab,,도시,31.806601,36.050752,신명기 1:1,확인 필요
a070c7b,Dophkah,Dophkah,,도시,29.036733,33.459407,민수기 33:12; 민수기 33:13,확인 필요
a70c56b,Dor,Dor,,도시,32.617428,34.916364,여호수아 12:23; 여호수아 17:11; 사사기 1:27; 역대상 7:29,확인 필요
ab635e4,Dothan,Dothan,,도시,32.413528,35.239861,창세기 37:17; 열왕기하 6:13,확인 필요
ab9580e,Dragon Spring,Dragon Spring,,샘,31.767198,35.235985,느헤미야 2:13,확인 필요
a75d2ab,Dumah 1,Dumah 1,,도시,31.4306,34.9861,여호수아 15:52,확인 필요
a0a6365,Dumah 2,Dumah 2,,지역,30.745843,35.603919,이사야 21:11,확인 필요
a1611b6,Dung Gate,Dung Gate,,gate,31.776667,35.234167,느헤미야 2:13; 느헤미야 3:13; 느헤미야 3:14; 느헤미야 12:31,확인 필요
a3bcd66,Dura,Dura,,district in settlement,32.32,44.501667,다니엘 3:1,확인 필요
ab0b2dd,East,East,,지역,31.9547,35.9343,창세기 25:6; 창세기 29:1; 민수기 23:7; 사사기 6:3; 사사기 6:33,확인 필요
a4e8401,East Gate,East Gate,,gate,31.776667,35.234167,역대상 26:14; 역대하 31:14; 느헤미야 3:29; 에스겔 11:1,확인 필요
a6bb890,East Square,East Square,,district in settlement,31.776667,35.234167,역대하 29:4,확인 필요
abfdefc,Ebenezer 1,Ebenezer 1,,도시,32.1046,34.9645,사무엘상 4:1; 사무엘상 5:1,확인 필요
aadaf09,Ebenezer 2,Ebenezer 2,,rock,31.940941,35.23695,사무엘상 7:12,확인 필요
acd9b19,Ebez,Ebez,,도시,32.658056,35.505833,여호수아 19:20,확인 필요
a728e07,Ebron,Ebron,,도시,33.047692,35.161916,여호수아 19:28,확인 필요
a212ef7,Ecbatana,Ecbatana,,도시,34.8065,48.516247,에스라 6:2,확인 필요
a7409b9,Eden 2,Eden 2,,지역,36.7014,38.0865,열왕기하 19:12; 이사야 37:12; 에스겔 27:23,확인 필요
ab80fa1,Eder 1,Eder 1,,도시,31.707306,35.230111,창세기 35:21,확인 필요
a1b30e1,Eder 2,Eder 2,,도시,31.280833,35.125,여호수아 15:21,확인 필요
a2735ff,Edom,에돔,,지역,30.745843,35.603919,창세기 32:3; 창세기 36:9; 창세기 36:16; 창세기 36:17; 창세기 36:20,공식 성경 표기
aaa6f7a,Edrei 1,Edrei 1,,도시,32.625278,36.106111,민수기 21:33; 신명기 1:4; 신명기 3:1; 신명기 3:10; 여호수아 12:4,확인 필요
a85eb38,Edrei 2,Edrei 2,,도시,33.075833,35.528333,여호수아 19:37,확인 필요
aacbcf0,Eglaim,Eglaim,,도시,31.180849,35.712631,이사야 15:8,확인 필요
af7eb92,Eglath-shelishiyah,Eglath-shelishiyah,,도시,31.036904,35.487657,이사야 15:5; 예레미야 48:34,확인 필요
a244d8f,Eglon,Eglon,,도시,31.491813,34.928055,여호수아 10:3; 여호수아 10:5; 여호수아 10:23; 여호수아 10:34; 여호수아 10:36,확인 필요
af301ca,Egypt,애굽(이집트),,지역,30.129444,31.3075,창세기 12:10; 창세기 12:11; 창세기 12:14; 창세기 13:1; 창세기 13:10,공식 성경 표기
a3fc47a,Ekron,에그론,,도시,31.7775,34.851944,여호수아 13:3; 여호수아 15:11; 여호수아 15:45; 여호수아 15:46; 여호수아 19:43,공식 성경 표기
a7e3a59,Elam,Elam,,지역,32.18922,48.25778,창세기 14:1; 창세기 14:9; 에스라 4:9; 이사야 11:11; 이사야 21:2,확인 필요
af0ac29,Elath,Elath,,섬,29.530676,34.999999,신명기 2:8; 열왕기상 9:26; 열왕기하 14:22; 열왕기하 16:6; 역대하 8:17,확인 필요
a30b045,El-bethel,El-bethel,,altar,31.922778,35.241389,창세기 35:7,확인 필요
a5ccd34,Elealeh,Elealeh,,도시,31.819308,35.828315,민수기 32:3; 민수기 32:37; 이사야 15:4; 이사야 16:9; 예레미야 48:34,확인 필요
a2410c1,Elim,Elim,,도시,29.254722,32.915833,Ex 15:27; Ex 16:1; 민수기 33:9; 민수기 33:10,확인 필요
a71d65f,Elishah,Elishah,,섬,35,33,에스겔 27:7,확인 필요
a221d82,Elkosh,Elkosh,,도시,33.12139,35.33833,Nahum 1:1,확인 필요
a6f4a6d,Ellasar,Ellasar,,지역,35.456667,43.2625,창세기 14:1; 창세기 14:9,확인 필요
ae180d8,Elon,Elon,,도시,31.841111,35.023611,여호수아 19:43,확인 필요
a8e6824,Elonbeth-hanan,Elonbeth-hanan,,도시,31.746288,34.997106,열왕기상 4:9,확인 필요
a738bf1,El-paran,El-paran,,섬,29.530676,34.999999,창세기 14:6,확인 필요
a3c4559,Eltekeh,Eltekeh,,도시,31.8925,34.767778,여호수아 19:44; 여호수아 21:23,확인 필요
a26cd81,Eltekon,Eltekon,,도시,31.690314,35.101485,여호수아 15:59,확인 필요
a5709da,Eltolad,Eltolad,,도시,31.244722,34.840833,여호수아 15:30; 여호수아 19:4; 역대상 4:29,확인 필요
a774e50,Emek-keziz,Emek-keziz,,도시,31.871719,35.444564,여호수아 18:21,확인 필요
ae7274b,Emmaus,엠마오,,도시,31.79289,35.16419,누가복음 24:13; 누가복음 24:28; 누가복음 24:35,공식 성경 표기
a59fdf2,Enaim,Enaim,,도시,31.68768,35.012365,창세기 38:14; 창세기 38:21,확인 필요
a26921e,Enam,Enam,,도시,31.715,34.969167,여호수아 15:34,확인 필요
aca444b,En-dor,En-dor,,도시,32.643614,35.390222,여호수아 17:11; 사무엘상 28:7; 시편 83:10,확인 필요
ad44943,Eneglaim,Eneglaim,,도시,31.28064,35.533581,에스겔 47:10,확인 필요
abe5f95,En-gannim 1,En-gannim 1,,도시,31.747614,34.963781,여호수아 15:34,확인 필요
a8eae19,En-gannim 2,En-gannim 2,,도시,32.713549,35.495439,여호수아 19:21; 여호수아 21:29,확인 필요
a51df0e,Engedi,Engedi,,지역,31.45,35.383333,여호수아 15:62; 사무엘상 23:29; 사무엘상 24:1; 역대하 20:2; Sng 1:14,확인 필요
a009e7d,En-haddah,En-haddah,,도시,32.6804,35.4863,여호수아 19:21,확인 필요
a0e33a3,En-hakkore,En-hakkore,,special,31.748796,35.001006,사사기 15:19,확인 필요
a156070,En-hazor,En-hazor,,도시,33.12889,35.44,여호수아 19:37,확인 필요
ab28e2e,En-rimmon,En-rimmon,,도시,31.38333,34.86564,느헤미야 11:29,확인 필요
af9cfc9,En-rogel,En-rogel,,샘,31.767198,35.235985,여호수아 15:7; 여호수아 18:16; 여호수아 18:17; 사무엘하 17:17; 사무엘하 17:18,확인 필요
a34e870,En-shemesh,En-shemesh,,샘,31.77406,35.27013,여호수아 15:7; 여호수아 18:17,확인 필요
ad6b2b7,En-tappuah,En-tappuah,,샘,32.10415,35.23007,여호수아 17:7; 여호수아 17:9,확인 필요
ac25afc,Ephah,Ephah,,people group,28.4947,35.0122,이사야 60:6,확인 필요
aafd7c4,Ephes-dammim,Ephes-dammim,,도시,31.684489,35.052238,사무엘상 17:1; 사무엘하 23:9; 역대상 11:13,확인 필요
a5feb15,Ephesus,에베소,,도시,37.939125,27.3407,사도행전 18:19; 사도행전 18:21; 사도행전 18:24; 사도행전 18:27; 사도행전 19:1,공식 성경 표기
a507da9,Ephraim 1,Ephraim 1,,산,31.954444,35.300278,사무엘하 13:23,확인 필요
ad14500,Ephraim 2,Ephraim 2,,도시,31.954444,35.300278,요한복음 11:54,확인 필요
aa24ad4,Ephraim 3,Ephraim 3,,지역,32.381111,35.764722,사무엘하 18:6,확인 필요
a7b6270,Ephraim Gate,Ephraim Gate,,gate,31.776667,35.234167,열왕기하 14:13; 역대하 25:23; 느헤미야 8:16; 느헤미야 12:39,확인 필요
af4e985,Ephrath,Ephrath,,도시,31.704306,35.207639,창세기 35:16; 창세기 35:19; 창세기 48:7,확인 필요
af6c09e,Ephrathah,Ephrathah,,도시,31.704306,35.207639,룻기 4:11; 시편 132:6,확인 필요
a9a6f72,Ephron 1,Ephron 1,,도시,31.796944,35.144167,여호수아 18:15,확인 필요
a1230e5,Ephron 2,Ephron 2,,도시,31.954444,35.300278,역대하 13:19,확인 필요
a5db1a6,Erech,Erech,,도시,31.322222,45.636111,창세기 10:10; 에스라 4:9,확인 필요
a4c6f72,Eridu,Eridu,,도시,30.81583,45.99583,,확인 필요
a43608b,Esek,Esek,,well,31.424497,34.6062,창세기 26:20,확인 필요
acd9498,Eshan,Eshan,,도시,31.55659,35.03355,여호수아 15:52,확인 필요
a355b6e,Eshtaol,Eshtaol,,도시,31.797726,34.985967,여호수아 15:33; 여호수아 19:41; 사사기 13:25; 사사기 16:31; 사사기 18:2,확인 필요
ad68510,Eshtemoa,Eshtemoa,,도시,31.400792,35.067075,여호수아 15:50; 여호수아 21:14; 사무엘상 30:28; 역대상 6:57,확인 필요
ae05348,Etam 1,Etam 1,,도시,31.763715,35.025793,사사기 15:8; 사사기 15:11,확인 필요
a47f86c,Etam 2,Etam 2,,도시,31.68478,35.17884,역대상 4:32,확인 필요
aa21f26,Etam 3,Etam 3,,도시,31.68478,35.17884,역대하 11:6,확인 필요
a27d0e0,Etham,Etham,,도시,30.5475,31.963611,Ex 13:20; 민수기 33:6; 민수기 33:7; 민수기 33:8,확인 필요
a82f7b4,Ether 1,Ether 1,,도시,31.61593,34.8783,여호수아 15:42,확인 필요
a16596e,Ether 2,Ether 2,,도시,31.61593,34.8783,여호수아 19:7,확인 필요
ab45bd3,Ethiopia,구스(에티오피아),,지역,16.935139,33.75075,사무엘하 18:21; 사무엘하 18:31; Est 1:1; Est 8:9; 욥기 28:19,공식 성경 표기
a2ca712,Eth-kazin,Eth-kazin,,도시,32.74647,35.33921,여호수아 19:13,확인 필요
a5eafe1,Etruria,Etruria,,지역,42.227871,11.838912,,확인 필요
a62dec4,Euphrates,Euphrates,,강,31.0043,47.442,창세기 2:14; 창세기 15:18; 창세기 31:21; Ex 23:31; 신명기 1:7,확인 필요
a573b95,Ezem,Ezem,,도시,31.281372,34.797404,여호수아 15:29; 여호수아 19:3; 역대상 4:29,확인 필요
a8e53d5,Ezion-geber,Ezion-geber,,섬,29.462839,34.86005,민수기 33:35; 민수기 33:36; 신명기 2:8; 열왕기상 9:26; 열왕기상 22:48,확인 필요
aae626a,Fair Havens,Fair Havens,,도시,34.929694,24.800306,사도행전 27:8; 사도행전 27:12,확인 필요
a6057f5,Fish Gate,Fish Gate,,gate,31.776667,35.234167,역대하 33:14; 느헤미야 3:3; 느헤미야 12:39; 스바냐 1:10,확인 필요
a121d5e,Forum of Appius,Forum of Appius,,도시,41.46639,12.9975,사도행전 28:15,확인 필요
a2fc4c4,Fountain Gate,Fountain Gate,,gate,31.776667,35.234167,느헤미야 2:14; 느헤미야 3:15; 느헤미야 12:37,확인 필요
ab05a42,Gaash,Gaash,,산,32.00806,35.10729,여호수아 24:30; 사사기 2:9; 사무엘하 23:30; 역대상 11:32,확인 필요
aec23b1,Gabbatha,Gabbatha,,structure,31.776083,35.228036,요한복음 19:13,확인 필요
afed46a,Gadara,Gadara,,도시,32.655998,35.679352,마태복음 8:28,확인 필요
a0f440a,Galatia,갈라디아,,지역,39.266667,32.983333,사도행전 16:6; 사도행전 18:23; 고린도전서 16:1; 갈라디아서 1:2; 디모데후서 4:10,공식 성경 표기
a9cf1e8,Galilee 1,Galilee 1,,지역,32.76,35.527,여호수아 20:7; 여호수아 21:32; 열왕기상 9:11; 열왕기하 15:29; 역대상 6:76,확인 필요
a4e39f6,Galilee 2,Galilee 2,,지역,32.76,35.527,여호수아 12:23,확인 필요
ac10bcf,Gallim,Gallim,,도시,31.81544,35.25078,사무엘상 25:44; 이사야 10:30,확인 필요
a764256,Gamad,Gamad,,도시,33.62384,35.82104,에스겔 27:11,확인 필요
ad4607c,Gareb,Gareb,,hill,31.776667,35.234167,예레미야 31:39,확인 필요
a753c3b,Gate of the Foundation,Gate of the Foundation,,gate,31.776667,35.234167,역대하 23:5,확인 필요
a4eb961,Gate of the Guard,Gate of the Guard,,gate,31.776667,35.234167,느헤미야 12:39,확인 필요
a2fa712,Gate of Yeshanah,Gate of Yeshanah,,gate,31.776667,35.234167,느헤미야 3:6; 느헤미야 12:39,확인 필요
a18873f,Gath 1,Gath 1,,도시,31.69972,34.84694,여호수아 11:22; 여호수아 13:3; 사무엘상 5:8; 사무엘상 5:9; 사무엘상 5:10,확인 필요
a2e1bc0,Gath 2,Gath 2,,도시,32.39835,35.04005,역대상 7:21; 역대상 8:13,확인 필요
a0ac467,Gath 3,Gath 3,,도시,31.69972,34.84694,사무엘하 6:10; 역대상 13:13,확인 필요
ac51cec,Gath-hepher,Gath-hepher,,도시,32.738056,35.319722,여호수아 19:13; 열왕기하 14:25,확인 필요
ab56b36,Gath-padalla,Gath-padalla,,도시,32.39835,35.04005,,확인 필요
a046c70,Gath-rimmon 1,Gath-rimmon 1,,도시,32.0917,34.8075,여호수아 19:45; 여호수아 21:24; 역대상 6:69,확인 필요
ab33b54,Gath-rimmon 2,Gath-rimmon 2,,도시,32.4462,35.292,여호수아 21:25,확인 필요
aa8edd2,Gaza,가사,,도시,31.504,34.4644,창세기 10:19; 신명기 2:23; 여호수아 10:41; 여호수아 11:22; 여호수아 13:3,공식 성경 표기
a264254,Geba 1,Geba 1,,도시,31.8575,35.261111,여호수아 21:17; 사무엘상 13:3; 사무엘상 13:4; 사무엘상 13:16; 사무엘상 14:5,확인 필요
a2d3ca1,Geba 2,Geba 2,,도시,31.847451,35.183351,사무엘하 5:25,확인 필요
a33cfcc,Geba 3,Geba 3,,도시,31.8575,35.261111,열왕기하 23:8; 스가랴 14:10,확인 필요
ae14b1d,Geba 4,Geba 4,,도시,31.8575,35.261111,여호수아 18:24,확인 필요
a9a2541,Gebal 1,Gebal 1,,도시,34.119167,35.645833,여호수아 13:5; 열왕기상 5:18; 에스겔 27:9,확인 필요
a59b2e2,Gebal 2,Gebal 2,,지역,30.52198,35.55057,시편 83:7,확인 필요
a58df35,Gebim,Gebim,,도시,31.80752,35.25758,이사야 10:31,확인 필요
a55d681,Geder,Geder,,도시,31.632629,35.092145,여호수아 12:13; 역대상 27:28,확인 필요
a12012d,Gederah 1,Gederah 1,,도시,31.688903,34.996117,여호수아 15:36,확인 필요
a52e310,Gederah 2,Gederah 2,,도시,31.85794,35.19727,역대상 12:4,확인 필요
a0a5b78,Gederah 3,Gederah 3,,도시,31.688903,34.996117,역대상 4:23,확인 필요
a728f1b,Gederoth,Gederoth,,도시,31.688903,34.996117,여호수아 15:41; 역대하 28:18,확인 필요
ac36af4,Gederothaim,Gederothaim,,도시,31.688903,34.996117,여호수아 15:36,확인 필요
af054ba,Gedor 1,Gedor 1,,도시,31.632629,35.092145,여호수아 15:58; 역대상 4:4,확인 필요
a2fc530,Gedor 2,Gedor 2,,도시,31.3821,34.6065,역대상 4:39,확인 필요
aa9be2b,Gedor 3,Gedor 3,,도시,31.632629,35.092145,역대상 4:18,확인 필요
a47678a,Gedor 4,Gedor 4,,도시,31.632629,35.092145,역대상 12:7,확인 필요
abf0690,Ge-harashim,Ge-harashim,,special,31.95,34.9,역대상 4:14; 느헤미야 11:35,확인 필요
a0c9a06,Geliloth,Geliloth,,도시,31.79052,35.32262,여호수아 18:17; 여호수아 22:10; 여호수아 22:11,확인 필요
a7de69e,Gennesaret,Gennesaret,,지역,32.860556,35.507222,마태복음 14:34; 마가복음 6:53; 누가복음 5:1,확인 필요
a3f5814,Gerar,Gerar,,도시,31.3821,34.6065,창세기 10:19; 창세기 20:1; 창세기 20:2; 창세기 26:1; 창세기 26:6,확인 필요
ada6b64,Gerasa,Gerasa,,도시,32.272281,35.891397,마가복음 5:1; 누가복음 8:26; 누가복음 8:37,확인 필요
aabf84a,Gergesa,Gergesa,,도시,32.826086,35.650378,,확인 필요
a1c28f1,Geruth Chimham,Geruth Chimham,,natural area,31.704306,35.207639,예레미야 41:17,확인 필요
af6c325,Geshur,Geshur,,지역,32.766667,35.7,여호수아 12:5; 여호수아 13:11; 여호수아 13:13; 사무엘하 3:3; 사무엘하 13:37,확인 필요
a42418f,Gethsemane,겟세마네,,garden,31.779419,35.239425,마태복음 26:36; 마가복음 14:32,공식 성경 표기
aed6538,Gezer,Gezer,,도시,31.859167,34.919167,여호수아 10:33; 여호수아 12:12; 여호수아 16:3; 여호수아 16:10; 여호수아 21:21,확인 필요
ac66d7a,Giah,Giah,,natural area,31.841047,35.279535,사무엘하 2:24,확인 필요
a6f048c,Gibbethon,Gibbethon,,도시,31.856389,34.865556,여호수아 19:44; 여호수아 21:23; 열왕기상 15:27; 열왕기상 16:15; 열왕기상 16:17,확인 필요
ac24f5f,Gibeah 1,Gibeah 1,,도시,31.823113,35.230718,사사기 19:12; 사사기 19:13; 사사기 19:14; 사사기 19:15; 사사기 19:16,확인 필요
a2f0f05,Gibeah 2,Gibeah 2,,도시,31.45015,35.053525,여호수아 15:57; 역대하 13:2,확인 필요
a3bba31,Gibeah 3,Gibeah 3,,도시,31.98545,35.24395,여호수아 24:33,확인 필요
ac25f34,Gibeah 4,Gibeah 4,,hill,31.823113,35.230718,여호수아 18:28,확인 필요
a45b692,Gibeath-elohim,Gibeath-elohim,,도시,31.823113,35.230718,사무엘상 10:5,확인 필요
a97126d,Gibeath-haaraloth,Gibeath-haaraloth,,hill,31.881883,35.459969,여호수아 5:3,확인 필요
aede336,Gibeon,기브온,,도시,31.847451,35.183351,여호수아 9:3; 여호수아 9:17; 여호수아 10:1; 여호수아 10:2; 여호수아 10:4,공식 성경 표기
ae87a54,Gidom,Gidom,,natural area,31.84762,35.305139,사사기 20:45,확인 필요
a71d79b,Gihon 1,Gihon 1,,강,31.4653,30.3667,창세기 2:13,확인 필요
a2a303c,Gihon 2,Gihon 2,,샘,31.772919,35.236383,열왕기상 1:33; 열왕기상 1:38; 열왕기상 1:44; 열왕기상 1:45; 역대하 32:30,확인 필요
ae73b90,Gilead 1,Gilead 1,,지역,32.187016,35.69211,창세기 31:21; 창세기 31:23; 창세기 31:25; 창세기 37:25; 민수기 32:1,확인 필요
a19ec8c,Gilead 2,Gilead 2,,지역,32.187016,35.69211,호세아 6:8,확인 필요
ab94aea,Gilgal 1,Gilgal 1,,도시,31.881883,35.459969,여호수아 4:19; 여호수아 4:20; 여호수아 5:9; 여호수아 5:10; 여호수아 9:6,확인 필요
a6399b3,Gilgal 2,Gilgal 2,,도시,32.030556,35.225,열왕기하 2:1; 열왕기하 4:38,확인 필요
aed8df9,Gilgal 3,Gilgal 3,,도시,31.79052,35.32262,여호수아 15:7,확인 필요
a84a509,Gilgal 4,Gilgal 4,,도시,31.881883,35.459969,신명기 11:30,확인 필요
a6df20a,Giloh,Giloh,,도시,31.43209,35.01485,여호수아 15:51; 사무엘하 15:12; 사무엘하 23:34,확인 필요
a5dd9e3,Gimzo,Gimzo,,도시,31.929705,34.946809,역대하 28:18,확인 필요
ab98f8c,Gittaim,Gittaim,,도시,31.90302,34.88994,사무엘하 4:3; 느헤미야 11:33,확인 필요
a5627a3,Goah,Goah,,hill,31.776667,35.234167,예레미야 31:39,확인 필요
aea4530,Gob,Gob,,도시,31.859167,34.919167,사무엘하 21:18; 사무엘하 21:19,확인 필요
a858723,Gog,Gog,,지역,38.488333,28.040278,요한계시록 20:8,확인 필요
a3cefc6,Goiim 2,Goiim 2,,지역,32.76,35.527,여호수아 12:23,확인 필요
abb5c1e,Golan,Golan,,도시,32.781111,35.934722,신명기 4:43; 여호수아 20:8; 여호수아 21:27; 역대상 6:71,확인 필요
a631d35,Golgotha,골고다,,hill,31.778444,35.22975,마태복음 27:33; 마가복음 15:22; 누가복음 23:33; 요한복음 19:17,공식 성경 표기
a80bf37,Gomer,Gomer,,지역,39,32,에스겔 38:6,확인 필요
aa572e2,Gomorrah,고모라,,도시,31.20849,35.449223,창세기 10:19; 창세기 13:10; 창세기 14:2; 창세기 14:8; 창세기 14:10,공식 성경 표기
a60f092,Goshen 1,Goshen 1,,지역,30.79937,31.834217,창세기 45:10; 창세기 46:28; 창세기 46:29; 창세기 46:34; 창세기 47:1,확인 필요
ad3e63c,Goshen 2,Goshen 2,,지역,31.407622,34.9723,여호수아 10:41; 여호수아 11:16,확인 필요
a81a10a,Goshen 3,Goshen 3,,도시,31.407622,34.9723,여호수아 15:51,확인 필요
a924b16,Gozan,Gozan,,도시,36.826785,40.03967,열왕기하 17:6; 열왕기하 18:11; 열왕기하 19:12; 역대상 5:26; 이사야 37:12,확인 필요
aa805fb,Great Sea,Great Sea,,body of water,31.804819,34.17035,Ex 23:31; 민수기 13:29; 민수기 34:5; 민수기 34:6; 민수기 34:7,확인 필요
a4492a0,Greece,Greece,,지역,37.971851,23.726738,다니엘 8:21; 다니엘 10:20; 다니엘 11:2; 스가랴 9:13; 사도행전 16:9,확인 필요
aaa3eca,Gulloth-mayim,Gulloth-mayim,,샘,31.43209,35.01485,여호수아 15:19; 사사기 1:15,확인 필요
a878fea,Gur,Gur,,hill,32.44411,35.2966,열왕기하 9:27,확인 필요
a763368,Gurbaal,Gurbaal,,도시,30.745843,35.603919,역대하 26:7,확인 필요
a654e6d,Gutium,Gutium,,지역,34.387529,47.132096,,확인 필요
af19252,Habor,Habor,,강,35.130298,40.427284,열왕기하 17:6; 열왕기하 18:11; 역대상 5:26,확인 필요
a28a7df,Hachilah,Hachilah,,도시,31.4703,35.2228,사무엘상 23:19; 사무엘상 26:1; 사무엘상 26:3,확인 필요
a785680,Hadashah,Hadashah,,도시,31.626892,34.845729,여호수아 15:37,확인 필요
a044272,Hadid,Hadid,,도시,31.963319,34.951764,에스라 2:33; 느헤미야 7:37; 느헤미야 11:34,확인 필요
a3e8d63,Hadrach,Hadrach,,도시,35.905,36.798611,스가랴 9:1,확인 필요
ae1d208,Haeleph,Haeleph,,도시,31.802528,35.209636,여호수아 18:28,확인 필요
a607415,Hakkephirim,Hakkephirim,,도시,32.027222,34.868056,느헤미야 6:2,확인 필요
abf176f,Halah,Halah,,지역,36.43173,43.19459,열왕기하 17:6; 열왕기하 18:11; 역대상 5:26; 오바댜 1:20,확인 필요
a1d5a28,Halahha,Halahha,,도시,36.43173,43.19459,,확인 필요
afca9ce,Halhul,Halhul,,도시,31.57741,35.10725,여호수아 15:58,확인 필요
a79d6a5,Hali,Hali,,도시,32.771772,35.155668,여호수아 19:25,확인 필요
a8c2deb,Hall of Judgment,Hall of Judgment,,hall,31.776667,35.234167,열왕기상 7:7,확인 필요
a493f37,Hall of Pillars,Hall of Pillars,,hall,31.776667,35.234167,열왕기상 7:6,확인 필요
a5e2c12,Hall of the Throne,Hall of the Throne,,hall,31.776667,35.234167,열왕기상 7:7,확인 필요
a7a5f29,Ham 1,Ham 1,,도시,32.514213,35.812384,창세기 14:5,확인 필요
a2f3001,Ham 2,Ham 2,,지역,30.129444,31.3075,시편 78:51; 시편 105:23; 시편 105:27; 시편 106:22,확인 필요
ac62cbc,Hamath 1,Hamath 1,,도시,35.1365,36.75,사무엘하 8:9; 열왕기하 14:28; 열왕기하 18:34; 열왕기하 19:13; 열왕기하 23:33,확인 필요
aa9c505,Hamath 2,Hamath 2,,도시,35.1365,36.75,열왕기하 17:24; 열왕기하 17:30,확인 필요
ab6a417,Hamath-zobah,Hamath-zobah,,지역,35.1365,36.75,역대상 18:3; 역대하 8:3,확인 필요
a2d6bfc,Hammath 1,Hammath 1,,도시,32.766368,35.550553,여호수아 19:35,확인 필요
a9d4f8e,Hammon 1,Hammon 1,,도시,33.128108,35.152022,여호수아 19:28,확인 필요
a62236c,Hammon 2,Hammon 2,,도시,32.766368,35.550553,역대상 6:76,확인 필요
a7d3e84,Hammoth-dor,Hammoth-dor,,도시,32.766368,35.550553,여호수아 21:32,확인 필요
a154d7b,Hamonah,Hamonah,,도시,31.7539,35.7152,에스겔 39:16,확인 필요
abf97ba,Hanes,Hanes,,도시,29.085556,30.934444,이사야 30:4,확인 필요
a412c43,Hannathon,Hannathon,,도시,32.785556,35.256944,여호수아 19:14,확인 필요
a6309c7,Hapharaim,Hapharaim,,도시,32.60385,35.44661,여호수아 19:19,확인 필요
a73af5f,Haradah,Haradah,,campsite,30.50662,34.30356,민수기 33:24; 민수기 33:25,확인 필요
a6d9af3,Haran,하란,,도시,36.864444,39.032778,창세기 11:31; 창세기 11:32; 창세기 12:4; 창세기 12:5; 창세기 27:43,공식 성경 표기
adeff6d,Harhar,Harhar,,지역,34.188333,48.376944,,확인 필요
a553fe6,Harmon,Harmon,,산,33.4,35.85,아모스 4:3,확인 필요
ae3cace,Harod 1,Harod 1,,샘,32.548611,35.355833,사사기 7:1,확인 필요
afd8b40,Harod 2,Harod 2,,도시,31.73333,35.2721,사무엘하 23:25; 역대상 11:27,확인 필요
aaa8a88,Hashmonah,Hashmonah,,campsite,31.30992,34.9078,민수기 33:29; 민수기 33:30,확인 필요
a4b8b4d,Hatti,Hatti,,지역,40.019722,34.615278,,확인 필요
