id,name_en,name_ko,name_ko_alt,type,lat,lng,verses,status
a8754c4,Ariel,Ariel,,도시,31.776667,35.234167,이사야 29:1; 이사야 29:2; 이사야 29:7,확인 필요
af3d9fc,Arimathea,Arimathea,,도시,32.028056,35.019444,마태복음 27:57; 마가복음 15:43; 누가복음 23:50; 요한복음 19:38,확인 필요
a105543,Armageddon,Armageddon,,산,32.585278,35.184444,요한계시록 16:16,확인 필요
a4cc324,Arnon,Arnon,,강,31.465833,35.573333,민수기 21:13; 민수기 21:14; 민수기 21:24; 민수기 21:26; 민수기 21:28,확인 필요
ae46f2e,Aroer 1,Aroer 1,,도시,31.4708,35.819389,민수기 32:34; 신명기 2:36; 신명기 3:12; 신명기 4:48; 여호수아 12:2,확인 필요
af74969,Aroer 2,Aroer 2,,도시,31.97016,35.871319,여호수아 13:25; 사사기 11:33,확인 필요
a1b9ca6,Aroer 3,Aroer 3,,도시,31.15214,34.97907,사무엘상 30:28,확인 필요
a620b14,Aroer 4,Aroer 4,,도시,31.15214,34.97907,역대상 11:44,확인 필요
a173c40,Arpad,Arpad,,도시,36.4725,37.094722,열왕기하 18:34; 열왕기하 19:13; 이사야 10:9; 이사야 36:19; 이사야 37:13,확인 필요
a6bd641,Arsinoe,Arsinoe,,도시,30.566667,32.266667,,확인 필요
a30e7ea,Arubboth,Arubboth,,도시,32.40731,35.133551,열왕기상 4:10,확인 필요
af536fb,Arumah,Arumah,,도시,32.147556,35.321583,사사기 9:31; 사사기 9:41,확인 필요
afbf1b5,Arvad,Arvad,,도시,34.856111,35.858333,에스겔 27:8; 에스겔 27:11,확인 필요
ab5175f,Ashan,Ashan,,도시,31.281372,34.797404,여호수아 15:42; 여호수아 19:7; 역대상 4:32; 역대상 6:59,확인 필요
a30c937,Ashdod,아스돗,,도시,31.7572,34.6578,여호수아 11:22; 여호수아 13:3; 여호수아 15:46; 여호수아 15:47; 사무엘상 5:1,공식 성경 표기
ac87d4c,Ashkelon,아스글론,,도시,31.663889,34.545833,여호수아 13:3; 사사기 1:18; 사사기 14:19; 사무엘상 6:17; 사무엘하 1:20,공식 성경 표기
aec9225,Ashkenaz,Ashkenaz,,지역,44.94278,34.12056,예레미야 51:27,확인 필요
a1e3eff,Ashnah 1,Ashnah 1,,도시,31.784708,35.006303,여호수아 15:33,확인 필요
a9a57b7,Ashnah 2,Ashnah 2,,도시,31.558611,34.976111,여호수아 15:43,확인 필요
a6fea11,Ashtaroth,Ashtaroth,,도시,32.804167,36.015833,신명기 1:4; 여호수아 9:10; 여호수아 12:4; 여호수아 13:12; 여호수아 13:31,확인 필요
afe4be0,Ashteroth-karnaim,Ashteroth-karnaim,,도시,32.804167,36.015833,창세기 14:5,확인 필요
a197f19,Asia,Asia,,지역,38.4,28.3,사도행전 2:9; 사도행전 6:9; 사도행전 16:6; 사도행전 19:10; 사도행전 19:22,확인 필요
a874951,Asshur,Asshur,,도시,35.456667,43.2625,민수기 24:22; 민수기 24:24; 시편 83:8; 에스겔 27:23,확인 필요
a0a2ca7,Assos,Assos,,도시,39.490556,26.336667,사도행전 20:13; 사도행전 20:14,확인 필요
a3d1321,Assyria,앗수르,,지역,36.3594,43.1528,창세기 2:14; 창세기 10:11; 창세기 25:18; 열왕기하 15:19; 열왕기하 15:20,공식 성경 표기
a2f186d,Atad,Atad,,도시,31.914888,35.530445,창세기 50:10; 창세기 50:11,확인 필요
abc9a1d,Ataroth 1,Ataroth 1,,도시,31.5753,35.665938,민수기 32:3; 민수기 32:34,확인 필요
a919ab0,Ataroth 2,Ataroth 2,,도시,31.8805,35.2285,여호수아 16:2,확인 필요
aaf998e,Ataroth 3,Ataroth 3,,도시,31.8805,35.2285,여호수아 16:7,확인 필요
a2bf0f8,Ataroth-addar,Ataroth-addar,,도시,31.87993,35.21752,여호수아 16:5; 여호수아 18:13,확인 필요
a0e21ff,Athach,Athach,,도시,31.61593,34.8783,사무엘상 30:30,확인 필요
a2c34ce,Atharim,Atharim,,road,30.878961,34.779822,민수기 21:1,확인 필요
a1fe6e7,Athens,아덴,,도시,37.971851,23.726738,사도행전 17:15; 사도행전 17:16; 사도행전 17:21; 사도행전 17:22; 사도행전 18:1,공식 성경 표기
a03afe1,Atroth-beth-joab,Atroth-beth-joab,,도시,31.704306,35.207639,역대상 2:54,확인 필요
afdb74b,Atroth-shophan,Atroth-shophan,,도시,31.591311,35.68742,민수기 32:35,확인 필요
ac744c1,Attalia,Attalia,,도시,36.881272,30.703614,사도행전 14:25; 사도행전 14:26,확인 필요
af3ccdf,Aven,Aven,,도시,31.922778,35.241389,호세아 10:8,확인 필요
aae8a95,Avith,Avith,,도시,30.206,35.601921,창세기 36:35; 역대상 1:46,확인 필요
a4b500d,Avva,Avva,,도시,34.684722,36.690556,열왕기하 17:24,확인 필요
a6d7a41,Avvim,Avvim,,도시,31.916944,35.261111,여호수아 18:23,확인 필요
aba3717,Ayyah,Ayyah,,도시,31.916944,35.261111,역대상 7:28,확인 필요
ad041dd,Azal,Azal,,강,31.760833,35.231667,스가랴 14:5,확인 필요
af2ca0c,Azekah,Azekah,,도시,31.700226,34.935696,여호수아 10:10; 여호수아 10:11; 여호수아 15:35; 사무엘상 17:1; 역대하 11:9,확인 필요
a3d7871,Azmaveth,Azmaveth,,도시,31.835,35.261944,에스라 2:24; 느헤미야 7:28; 느헤미야 12:29,확인 필요
a8f6a28,Azmon,Azmon,,도시,30.6875,34.333333,민수기 34:4; 민수기 34:5; 여호수아 15:4,확인 필요
a9fd165,Aznoth-tabor,Aznoth-tabor,,도시,32.727222,35.384444,여호수아 19:34,확인 필요
ac2f5ea,Baalah 2,Baalah 2,,도시,31.808957,35.10378,여호수아 15:9; 여호수아 15:10; 역대상 13:6,확인 필요
abc1b7c,Baalath 1,Baalath 1,,hill,31.838514,34.78225,여호수아 19:44,확인 필요
a99875b,Baalath 2,Baalath 2,,도시,31.838514,34.78225,열왕기상 9:18; 역대하 8:6,확인 필요
a03cc2d,Baalath-beer,Baalath-beer,,도시,30.991038,34.911322,여호수아 19:8; 역대상 4:33,확인 필요
a66f19c,Baale-judah,Baale-judah,,도시,31.808957,35.10378,사무엘하 6:2,확인 필요
ae12e43,Baal-gad,Baal-gad,,도시,33.4,35.85,여호수아 11:17; 여호수아 12:7; 여호수아 13:5,확인 필요
a304bb7,Baal-hamon,Baal-hamon,,도시,31.776667,35.234167,Sng 8:11,확인 필요
a366989,Baal-hazor,Baal-hazor,,산,31.978611,35.286111,사무엘하 13:23,확인 필요
a979444,Baal-hermon,Baal-hermon,,산,33.4,35.85,역대상 5:23,확인 필요
a76f7b7,Baal-meon,Baal-meon,,도시,31.679501,35.735321,민수기 32:38; 여호수아 13:17; 역대상 5:8; 에스겔 25:9,확인 필요
a3d6e81,Baal-peor,Baal-peor,,산,31.777021,35.738498,신명기 4:3; 호세아 9:10,확인 필요
a6bf059,Baal-perazim,Baal-perazim,,도시,31.741854,35.183317,사무엘하 5:20; 역대상 14:11,확인 필요
ad3d9fc,Baal-shalishah,Baal-shalishah,,도시,32.11031,35.01182,열왕기하 4:42,확인 필요
a66136c,Baal-tamar,Baal-tamar,,도시,31.831498,35.241283,사사기 20:33,확인 필요
a22663b,Baal-zephon,Baal-zephon,,campsite,30.860556,32.171389,Ex 14:2; Ex 14:9; 민수기 33:7,확인 필요
ab8fdbc,Babel,Babel,,도시,32.543333,44.422222,창세기 10:10; 창세기 11:9,확인 필요
a217d18,Babylon 1,Babylon 1,,도시,32.543333,44.422222,열왕기하 17:24; 열왕기하 17:30; 열왕기하 20:12; 열왕기하 20:14; 열왕기하 20:17,확인 필요
ae5ede9,Babylon 2,Babylon 2,,도시,41.8922,12.4852,베드로전서 5:13,확인 필요
a3f0756,Babylon 3,Babylon 3,,도시,41.8922,12.4852,요한계시록 14:8; 요한계시록 16:19; 요한계시록 17:5; 요한계시록 18:2; 요한계시록 18:10,확인 필요
a8394b8,Babylonia,Babylonia,,지역,32.543333,44.422222,에스라 1:11; 에스라 2:1; 에스라 5:12; 에스라 6:1; 에스라 7:6,확인 필요
a9ed5a4,Bahurim,Bahurim,,도시,31.7912,35.25694,사무엘하 3:16; 사무엘하 16:5; 사무엘하 17:18; 사무엘하 19:16; 사무엘하 23:31,확인 필요
a8ac29f,Balah,Balah,,도시,31.142053,34.91217,여호수아 19:3,확인 필요
a1db553,Bamoth,Bamoth,,도시,31.731791,35.740891,민수기 21:19; 민수기 21:20,확인 필요
a577c27,Bamoth-baal,Bamoth-baal,,도시,31.731791,35.740891,민수기 22:41; 여호수아 13:17,확인 필요
aa7a40a,Bashan,바산,,지역,32.781111,35.934722,민수기 21:33; 민수기 32:33; 신명기 1:4; 신명기 3:1; 신명기 3:3,공식 성경 표기
a249453,Batanea,Batanea,,지역,32.852034,36.19934,,확인 필요
abaa030,Bath-rabbim,Bath-rabbim,,gate,31.800811,35.809062,Sng 7:4,확인 필요
a14325e,Bealoth 1,Bealoth 1,,도시,30.991038,34.911322,여호수아 15:24,확인 필요
a800159,Bealoth 2,Bealoth 2,,도시,30.991038,34.911322,열왕기상 4:16,확인 필요
a5c37fd,Beautiful Gate,Beautiful Gate,,gate,31.776667,35.234167,사도행전 3:2; 사도행전 3:10,확인 필요
a656cb6,Beer 1,Beer 1,,campsite,31.571944,35.893333,민수기 21:16,확인 필요
a520374,Beer 2,Beer 2,,도시,32.60823,35.50415,사사기 9:21,확인 필요
ac401ea,Beer-elim,Beer-elim,,campsite,31.571944,35.893333,이사야 15:8,확인 필요
a70e842,Beer-lahai-roi,Beer-lahai-roi,,well,30.6875,34.333333,창세기 16:14; 창세기 24:62; 창세기 25:11,확인 필요
a046454,Beeroth,Beeroth,,도시,31.82383,35.1872,여호수아 9:17; 여호수아 18:25; 사무엘하 4:2; 사무엘하 4:3; 사무엘하 4:5,확인 필요
a280f83,Beeroth Bene-jaakan,Beeroth Bene-jaakan,,도시,30.791764,34.472522,신명기 10:6,확인 필요
ad2f6c2,Beersheba 1,Beersheba 1,,도시,31.244722,34.840833,여호수아 15:28; 여호수아 19:2; 사사기 20:1; 사무엘상 3:20; 사무엘상 8:2,확인 필요
a075d61,Beersheba 2,Beersheba 2,,도시,31.244722,34.840833,창세기 21:14; 창세기 21:31; 창세기 21:32; 창세기 21:33; 창세기 22:19,확인 필요
a293fbf,Beeshterah,Beeshterah,,도시,32.804167,36.015833,여호수아 21:27,확인 필요
a2b2564,Belamon,Belamon,,도시,33.258051,35.581007,,확인 필요
ae83378,Bene-berak,Bene-berak,,도시,32.036675,34.827669,여호수아 19:45,확인 필요
a0fe2be,Bene-jaakan,Bene-jaakan,,도시,30.791764,34.472522,민수기 33:31; 민수기 33:32,확인 필요
ae04aa8,Benjamin Gate,Benjamin Gate,,gate,31.776667,35.234167,예레미야 20:2; 예레미야 37:13; 예레미야 38:7; 스가랴 14:10,확인 필요
a882ef5,Beon,Beon,,도시,31.679501,35.735321,민수기 32:3,확인 필요
a62fe31,Berea,베뢰아,,도시,40.518333,22.2,사도행전 17:10; 사도행전 17:11; 사도행전 17:13; 사도행전 17:14; 사도행전 17:15,공식 성경 표기
aa3ff18,Bered,Bered,,산,31.097,34.652,창세기 16:14,확인 필요
a14b9f1,Berothah,Berothah,,도시,33.935278,36.150833,에스겔 47:16,확인 필요
a942d07,Berothai,Berothai,,도시,33.935278,36.150833,사무엘하 8:8,확인 필요
a57df09,Besor,Besor,,강,31.46423,34.37568,사무엘상 30:9; 사무엘상 30:10; 사무엘상 30:21,확인 필요
aafc721,Beten,Beten,,도시,32.764076,35.10658,여호수아 19:25,확인 필요
ae6cef8,Beth-anath,Beth-anath,,도시,33.20028,35.43306,여호수아 19:38; 사사기 1:33,확인 필요
aa2fea1,Beth-anoth,Beth-anoth,,도시,31.56209,35.12622,여호수아 15:59,확인 필요
a4f35bc,Bethany 1,Bethany 1,,도시,31.771661,35.255903,마태복음 21:17; 마태복음 26:6; 마가복음 11:1; 마가복음 11:11; 마가복음 11:12,확인 필요
a6e060d,Bethany 2,Bethany 2,,ford,31.837109,35.550301,요한복음 1:28,확인 필요
a3f8916,Beth-arabah,Beth-arabah,,도시,31.845782,35.501718,여호수아 15:6; 여호수아 15:61; 여호수아 18:18; 여호수아 18:22,확인 필요
a2da675,Beth-arbel,Beth-arbel,,도시,32.558661,35.847589,호세아 10:14,확인 필요
ac0254c,Beth-ashbea,Beth-ashbea,,도시,31.4558,34.9098,역대상 4:21,확인 필요
a03cb21,Beth-aven 1,Beth-aven 1,,도시,31.86921,35.26807,여호수아 7:2; 여호수아 18:12; 사무엘상 13:5; 사무엘상 14:23,확인 필요
a696a95,Beth-aven 2,Beth-aven 2,,도시,31.922778,35.241389,호세아 4:15; 호세아 5:8; 호세아 10:5,확인 필요
a0d1977,Beth-barah,Beth-barah,,ford,32.1,35.52,사사기 7:24,확인 필요
af623fd,Beth-biri,Beth-biri,,도시,31.00669,34.49181,역대상 4:31,확인 필요
a5f4608,Beth-car,Beth-car,,도시,31.895,35.083611,사무엘상 7:11,확인 필요
a561af4,Beth-dagon 1,Beth-dagon 1,,도시,31.98358,34.808618,여호수아 15:41,확인 필요
a0cc925,Beth-dagon 2,Beth-dagon 2,,도시,32.722583,35.090628,여호수아 19:27,확인 필요
ac99af3,Beth-diblathaim,Beth-diblathaim,,도시,31.638727,35.826578,예레미야 48:22,확인 필요
a84c5a4,Beth-eden,Beth-eden,,지역,36.7014,38.0865,아모스 1:5,확인 필요
a7abec7,Beth-eked,Beth-eked,,도시,32.4697,35.3563,열왕기하 10:12; 열왕기하 10:14,확인 필요
a64f355,Bethel 1,Bethel 1,,도시,31.922778,35.241389,창세기 12:8; 창세기 13:3; 창세기 28:19; 창세기 31:13; 창세기 35:1,확인 필요
aeb5f24,Bethel 2,Bethel 2,,도시,31.344952,35.124376,사무엘상 30:27,확인 필요
abcc0cf,Bethel 3,Bethel 3,,도시,31.922778,35.241389,예레미야 48:13; 스가랴 7:2,확인 필요
a587ea0,Beth-emek,Beth-emek,,도시,32.965833,35.151944,여호수아 19:27,확인 필요
a6c8205,Bether 2,Bether 2,,도시,31.73,35.135556,,확인 필요
a0aa8cf,Bethesda,Bethesda,,pool,31.781389,35.235833,요한복음 5:2,확인 필요
a0a178b,Beth-ezel,Beth-ezel,,도시,31.468544,34.938061,미가 1:11,확인 필요
a571072,Beth-gader,Beth-gader,,도시,31.632629,35.092145,역대상 2:51,확인 필요
a367677,Beth-gamul,Beth-gamul,,도시,31.483496,35.899907,예레미야 48:23,확인 필요
aea5552,Beth-gilgal,Beth-gilgal,,도시,31.881883,35.459969,느헤미야 12:29,확인 필요
a30f9a0,Beth-haccherem,Beth-haccherem,,도시,31.739901,35.216896,느헤미야 3:14; 예레미야 6:1,확인 필요
aaa2f54,Beth-haggan,Beth-haggan,,도시,32.46079,35.29875,열왕기하 9:27,확인 필요
a4590cd,Beth-haram,Beth-haram,,도시,31.819256,35.671878,민수기 32:36; 여호수아 13:27,확인 필요
aabd0ba,Beth-hoglah,Beth-hoglah,,도시,31.820379,35.501161,여호수아 15:6; 여호수아 18:19; 여호수아 18:21,확인 필요
a75b45e,Beth-horon,Beth-horon,,도시,31.895,35.083611,여호수아 10:10; 여호수아 10:11; 여호수아 18:14; 여호수아 21:22; 사무엘상 13:18,확인 필요
a30f37b,Beth-jeshimoth,Beth-jeshimoth,,도시,31.782551,35.62125,민수기 33:49; 여호수아 12:3; 여호수아 13:20; 에스겔 25:9,확인 필요
a95a37b,Beth-le-aphrah,Beth-le-aphrah,,도시,31.55659,35.03355,미가 1:10,확인 필요
a289a5b,Beth-lebaoth,Beth-lebaoth,,도시,31.00669,34.49181,여호수아 19:6,확인 필요
a112427,Bethlehem 1,Bethlehem 1,,도시,31.704306,35.207639,창세기 35:19; 창세기 48:7; 사사기 17:7; 사사기 17:8; 사사기 17:9,확인 필요
a308715,Bethlehem 2,Bethlehem 2,,도시,32.734812,35.185563,여호수아 19:15,확인 필요
ab1a343,Bethlehem 3,Bethlehem 3,,도시,32.734812,35.185563,사사기 12:8; 사사기 12:10,확인 필요
a87f8f5,Beth-marcaboth,Beth-marcaboth,,도시,31.350265,34.928577,여호수아 19:5; 역대상 4:31,확인 필요
a78580c,Beth-meon,Beth-meon,,도시,31.679501,35.735321,예레미야 48:23,확인 필요
a53f299,Beth-millo,Beth-millo,,structure,32.213611,35.281944,사사기 9:6; 사사기 9:20; 열왕기하 12:20,확인 필요
af66b89,Beth-nimrah,Beth-nimrah,,도시,31.909106,35.63872,민수기 32:36; 여호수아 13:27,확인 필요
ac814fb,Beth-pazzez,Beth-pazzez,,도시,32.6804,35.4863,여호수아 19:21,확인 필요
ac4b767,Beth-pelet,Beth-pelet,,도시,31.30992,34.9078,여호수아 15:27; 느헤미야 11:26,확인 필요
af3ce34,Beth-peor,Beth-peor,,도시,31.777021,35.738498,신명기 3:29; 신명기 4:46; 신명기 34:6; 여호수아 13:20,확인 필요
abff59d,Bethphage,Bethphage,,도시,31.777619,35.250839,마태복음 21:1; 마가복음 11:1; 누가복음 19:29,확인 필요
ad44b24,Beth-rehob,Beth-rehob,,지역,34.008889,36.145278,사사기 18:28; 사무엘하 10:6,확인 필요
a91b732,Bethsaida 1,Bethsaida 1,,도시,32.91038,35.63096,마태복음 11:21; 누가복음 10:13; 요한복음 1:44; 요한복음 12:21,확인 필요
a9fc13a,Bethsaida 2,Bethsaida 2,,도시,32.91038,35.63096,마가복음 6:45; 마가복음 8:22; 누가복음 9:10,확인 필요
a2a8df0,Beth-shan,Beth-shan,,도시,32.503611,35.503056,여호수아 17:11; 여호수아 17:16; 사사기 1:27; 사무엘상 31:10; 사무엘상 31:12,확인 필요
a3b5b53,Beth-shemesh 1,Beth-shemesh 1,,도시,31.750621,34.974744,여호수아 15:10; 여호수아 21:16; 사무엘상 6:9; 사무엘상 6:12; 사무엘상 6:13,확인 필요
a3bb26d,Beth-shemesh 2,Beth-shemesh 2,,도시,32.687762,35.525239,여호수아 19:22,확인 필요
a85cbab,Beth-shemesh 3,Beth-shemesh 3,,도시,33.041278,35.33275,여호수아 19:38; 사사기 1:33,확인 필요
a83d789,Beth-shittah,Beth-shittah,,도시,32.53918,35.4072,사사기 7:22,확인 필요
adac973,Beth-tappuah,Beth-tappuah,,도시,31.53856,35.04622,여호수아 15:53,확인 필요
a263e60,Beth-togarmah,Beth-togarmah,,도시,38.7225,37.2775,에스겔 27:14; 에스겔 38:6,확인 필요
a55cec0,Bethuel,Bethuel,,도시,31.344952,35.124376,역대상 4:30,확인 필요
a92de65,Bethul,Bethul,,도시,31.327312,34.87847,여호수아 19:4,확인 필요
addba2a,Beth-zur,Beth-zur,,도시,31.589383,35.094155,여호수아 15:58; 역대상 2:45; 역대하 11:7; 느헤미야 3:16,확인 필요
a079478,Betonim,Betonim,,도시,32.010571,35.710739,여호수아 13:26,확인 필요
a88310a,Beyond the River,Beyond the River,,지역,31.776667,35.234167,에스라 4:10; 에스라 4:11; 에스라 4:16; 에스라 4:17; 에스라 4:20,확인 필요
af48fdd,Bezek 1,Bezek 1,,도시,32.36884,35.39736,사사기 1:4; 사사기 1:5,확인 필요
a206291,Bezek 2,Bezek 2,,도시,32.36884,35.39736,사무엘상 11:8,확인 필요
a0cd098,Bezer,Bezer,,도시,31.78603,35.90168,신명기 4:43; 여호수아 20:8; 여호수아 21:36; 역대상 6:78,확인 필요
ac959b2,Bileam,Bileam,,도시,32.4462,35.292,역대상 6:70,확인 필요
a20bd85,Bilhah,Bilhah,,도시,31.142053,34.91217,역대상 4:29,확인 필요
a5c0cb0,Bithynia,Bithynia,,지역,40.5,31,사도행전 16:7; 베드로전서 1:1,확인 필요
a859268,Bochim,Bochim,,도시,31.922778,35.241389,사사기 2:1; 사사기 2:5,확인 필요
ab624f3,Bor-ashan,Bor-ashan,,도시,31.281372,34.797404,사무엘상 30:30,확인 필요
abde10e,Bozez,Bozez,,cliff,31.857165,35.287147,사무엘상 14:4,확인 필요
a58252b,Bozkath,Bozkath,,도시,31.536874,34.913176,여호수아 15:39; 열왕기하 22:1,확인 필요
a871210,Bozrah 1,Bozrah 1,,도시,30.745843,35.603919,창세기 36:33; 역대상 1:44; 이사야 34:6; 이사야 63:1; 예레미야 49:13,확인 필요
a8adc43,Bozrah 2,Bozrah 2,,도시,31.78603,35.90168,예레미야 48:24,확인 필요
ab0d85b,Broad Wall,Broad Wall,,structure,31.776083,35.231889,느헤미야 3:8; 느헤미야 12:38,확인 필요
a7a59b4,Brook of Egypt,Brook of Egypt,,강,31.145708,33.80649,민수기 34:5; 여호수아 15:4; 여호수아 15:47; 열왕기상 8:65; 열왕기하 24:7,확인 필요
a5983ec,Brook of the Arabah,Brook of the Arabah,,body of water,31.801389,35.546667,아모스 6:14,확인 필요
a0f88fb,Brook of the Willows,Brook of the Willows,,body of water,31.02701,35.48533,이사야 15:7,확인 필요
a087a14,Buz,Buz,,지역,28.356612,38.987969,예레미야 25:23,확인 필요
a7ed00e,Cabbon,Cabbon,,도시,31.350265,34.928577,여호수아 15:40,확인 필요
a978a24,Cabul 1,Cabul 1,,도시,32.868333,35.211389,여호수아 19:27,확인 필요
a08144e,Cabul 2,Cabul 2,,지역,32.868333,35.211389,열왕기상 9:13,확인 필요
a58735e,Caesarea,가이사랴,,도시,32.5,34.891667,사도행전 8:40; 사도행전 9:30; 사도행전 10:1; 사도행전 10:24; 사도행전 11:11,공식 성경 표기
ab7bf48,Caesarea Philippi,가이사랴 빌립보,,도시,33.246111,35.693333,마태복음 16:13; 마가복음 8:27,공식 성경 표기
ae1f807,Calah,Calah,,도시,36.098056,43.328889,창세기 10:11; 창세기 10:12,확인 필요
aee80af,Calneh 1,Calneh 1,,도시,32.126111,45.230833,창세기 10:10,확인 필요
a7be664,Calneh 2,Calneh 2,,도시,36.2475,36.376389,이사야 10:9; 아모스 6:2,확인 필요
a031bda,Cana,가나,,도시,32.8222,35.30269,요한복음 2:1; 요한복음 2:11; 요한복음 4:46; 요한복음 21:2,공식 성경 표기
a581f0c,Canaan,Canaan,,지역,32.766667,35.333333,창세기 10:19; 창세기 11:31; 창세기 12:5; 창세기 12:10; 창세기 13:12,확인 필요
ae83efa,Canneh,Canneh,,도시,36.292571,37.205535,에스겔 27:23,확인 필요
af2161c,Capernaum,가버나움,,도시,32.881111,35.575,마태복음 4:13; 마태복음 8:5; 마태복음 11:23; 마태복음 17:24; 마가복음 1:21,공식 성경 표기
a329990,Caphtor,Caphtor,,섬,35.309722,24.893333,창세기 10:14; 신명기 2:23; 역대상 1:12; 예레미야 47:4; 아모스 9:7,확인 필요
a33fbde,Cappadocia,Cappadocia,,지역,38.670556,34.839167,사도행전 2:9; 베드로전서 1:1,확인 필요
af6c730,Carchemish,Carchemish,,도시,36.829722,38.015,역대하 35:20; 이사야 10:9; 예레미야 46:2,확인 필요
a053f15,Carmel 1,Carmel 1,,도시,31.422876,35.132952,여호수아 15:55; 사무엘상 15:12; 사무엘상 25:2; 사무엘상 25:5; 사무엘상 25:7,확인 필요
aa56bd1,Carthage,Carthage,,도시,36.852558,10.323461,,확인 필요
addb84c,Casiphia,Casiphia,,도시,32.543333,44.422222,에스라 8:17,확인 필요
aca2b0a,Cauda,Cauda,,섬,34.833333,24.083333,사도행전 27:16,확인 필요
aa31dd3,Cenchreae,Cenchreae,,도시,37.884335,22.996816,사도행전 18:18; 로마서 16:1,확인 필요
a527d04,Chalcis,Chalcis,,도시,33.725833,35.929722,,확인 필요
a32a4f8,Chaldea,Chaldea,,지역,30.962222,46.104444,창세기 11:28; 창세기 11:31; 창세기 15:7; 열왕기하 24:2; 열왕기하 25:4,확인 필요
a08d4af,Charmande,Charmande,,도시,33.643918,42.823141,,확인 필요
a3d2f0a,Chebar,Chebar,,강,32.126944,45.230833,에스겔 1:1; 에스겔 1:3; 에스겔 3:15; 에스겔 3:23; 에스겔 10:15,확인 필요
a2cb16b,Chephar-ammoni,Chephar-ammoni,,도시,31.96609,35.24758,여호수아 18:24,확인 필요
a2e5054,Chephirah,Chephirah,,도시,31.8309,35.106769,여호수아 9:17; 여호수아 18:26; 에스라 2:25; 느헤미야 7:29,확인 필요
aa7bee8,Cherith,Cherith,,도시,32.394722,35.591389,열왕기상 17:3; 열왕기상 17:5,확인 필요
ab3ad14,Cherub,Cherub,,도시,32.543333,44.422222,에스라 2:59; 느헤미야 7:61,확인 필요
a42c452,Chesalon,Chesalon,,도시,31.781111,35.051111,여호수아 15:10,확인 필요
acf2fac,Chesil,Chesil,,도시,31.327312,34.87847,여호수아 15:30,확인 필요
ac3d92d,Chesulloth,Chesulloth,,도시,32.683367,35.324193,여호수아 19:18,확인 필요
ab41e6b,Chezib,Chezib,,도시,31.642074,34.953019,창세기 38:5,확인 필요
a961693,Chilmad,Chilmad,,지역,34.8065,48.516247,에스겔 27:23,확인 필요
a2bb265,Chinnereth,Chinnereth,,body of water,32.869444,35.538333,신명기 3:17; 여호수아 11:2; 여호수아 19:35; 열왕기상 15:20,확인 필요
a4c2c75,Chios,Chios,,섬,38.3725,26.1375,사도행전 20:15,확인 필요
a898f06,Chisloth-tabor,Chisloth-tabor,,도시,32.683367,35.324193,여호수아 19:12,확인 필요
a0ff819,Chitlish,Chitlish,,도시,31.52994,34.78959,여호수아 15:40,확인 필요
a593a48,Chorazin,Chorazin,,도시,32.911389,35.563889,마태복음 11:21; 누가복음 10:13,확인 필요
ad63819,Cilicia,Cilicia,,지역,36.913028,34.892056,사도행전 6:9; 사도행전 15:23; 사도행전 15:41; 사도행전 21:39; 사도행전 22:3,확인 필요
a84f426,City of David,City of David,,도시,31.773611,35.235556,사무엘하 5:7; 사무엘하 5:9; 사무엘하 6:10; 사무엘하 6:12; 사무엘하 6:16,확인 필요
adca4b1,City of Destruction,City of Destruction,,도시,30.129444,31.3075,이사야 19:18,확인 필요
a529e92,City of Palms 1,City of Palms 1,,도시,31.871719,35.444564,신명기 34:3; 사사기 3:13; 역대하 28:15,확인 필요
ac4ff01,City of Palms 2,City of Palms 2,,도시,31.871719,35.444564,사사기 1:16,확인 필요
acc1702,City of Salt,City of Salt,,도시,31.740833,35.458611,여호수아 15:62,확인 필요
ab793ce,Cnidus,Cnidus,,도시,36.685833,27.375,사도행전 27:7,확인 필요
a4e5a69,Colossae,골로새,,도시,37.78664,29.25994,골로새서 1:2,공식 성경 표기
a6f437a,Corinth,고린도,,도시,37.905785,22.878741,사도행전 18:1; 사도행전 18:8; 사도행전 18:11; 사도행전 18:12; 사도행전 18:18,공식 성경 표기
a68aa8f,Corner Gate,Corner Gate,,gate,31.776667,35.234167,열왕기하 14:13; 역대하 25:23; 역대하 26:9; 예레미야 31:38; 스가랴 14:10,확인 필요
a398e5d,Cos,Cos,,섬,36.815278,27.110278,사도행전 21:1,확인 필요
a44cac9,Cozeba,Cozeba,,도시,31.642074,34.953019,역대상 4:22,확인 필요
a26aa94,Crete,그레데,,섬,35.309722,24.893333,스바냐 2:5; 사도행전 27:7; 사도행전 27:8; 사도행전 27:12; 사도행전 27:13,공식 성경 표기
a70f9d3,Cun,Cun,,도시,34.259722,36.423611,역대상 18:8,확인 필요
ac5a1ec,Cush 1,Cush 1,,지역,16.935139,33.75075,열왕기하 19:9; 시편 68:31; 시편 87:4; 이사야 11:11; 이사야 18:1,확인 필요
a74ee0d,Cush 2,Cush 2,,지역,32.543333,44.422222,창세기 2:13,확인 필요
a567e0e,Cushan,Cushan,,지역,28.4947,35.0122,하박국 3:7,확인 필요
a538831,Cuth,Cuth,,도시,32.760028,44.612861,열왕기하 17:24; 열왕기하 17:30,확인 필요
a2e7601,Cyprus,구브로,,섬,35,33,이사야 23:1; 이사야 23:12; 예레미야 2:10; 에스겔 27:6; 사도행전 4:36,공식 성경 표기
